Date(YYYY-MM-DD hh:mm:ss),Username,Country Code,Tweet Id,Original Tweet,Cleaned Tweet,Tweet URL,Sentiment Score(-1 <= x <= 1)
2020-10-07 18:52:03,10acious_Diva,us,1313915007264940033,@jfull1914 It still is a debate. It has the black community questioning: what’s in it for them? Voting for Biden just to vote Trump out isn’t enough for some folks.,It still is a debate It has the black community questioning what s in it for them Voting for Biden just to vote Trump out isn t enough for some folks,https://twitter.com/10acious_Diva/status/1313915007264940033,-0.08333333333333333
2020-10-07 18:52:03,popeye4__,au,1313915006782644224,"Norman Swan (who claims to be a doctor on #theirABC) is a well known President Trump hater. If President Trump made a statement in favour of oxygen, Norman Swan would disagree. https://t.co/J7ejhuKPez",Norman Swan who claims to be a doctor on theirABC is a well known President Trump hater If President Trump made a statement in favour of oxygen Norman Swan would disagree,https://twitter.com/popeye4__/status/1313915006782644224,0.0
2020-10-07 18:52:03,0bama_gate,None,1313915007026057218,"It appears Speaker Pelosi and Rep Cohen are more concerned with who will get credit for giving stimulus cks to Americans, than helping.
https://t.co/PeyPQW3t5Z
It was reported Nancy was just on Fox with same message.  Can Dems forget  about childish antics and help Americans?",It appears Speaker Pelosi and Rep Cohen are more concerned with who will get credit for giving stimulus cks to Americans than helping It was reported Nancy was just on Fox with same message Can Dems forget about childish antics and help Americans,https://twitter.com/0bama_gate/status/1313915007026057218,0.09999999999999999
2020-10-07 18:52:03,robram1931,us,1313915007692931072,I'm voting for Donald Trump because I haven't been to the office since March. That ends Monday. I'd like to continue working from and donny will help with.,I m voting for Donald Trump because I haven t been to the office since March That ends Monday I d like to continue working from and donny will help with,https://twitter.com/robram1931/status/1313915007692931072,0.0
2020-10-07 18:52:04,crunk2158,us,1313915008514887680,@joangrande Probably by the KKK leader name Trump.,Probably by the KKK leader name Trump,https://twitter.com/crunk2158/status/1313915008514887680,0.0
2020-10-07 18:52:04,3White6Dragon9,None,1313915008477270016,"@Hehasnosoul @lisafirminr @HKrassenstein @realDonaldTrump SO you're proud of the fact that Nancypants is hurting average Americans in order to push her agenda, which we all know is the Green New Deal and the ""New Normal"" which is masks and social distancing 24-7?
 Well, I'm not surprised, never mind.
 Enjoy 8 more years of Trump!",SO you re proud of the fact that Nancypants is hurting average Americans in order to push her agenda which we all know is the Green New Deal and the New Normal which is masks and social distancing 24 7 Well I m not surprised never mind Enjoy 8 more years of Trump,https://twitter.com/3White6Dragon9/status/1313915008477270016,0.1756060606060606
2020-10-07 18:52:04,HoboCopland,None,1313915011178409993,@SteveSchmidtSES @realDonaldTrump @reedgalen @stuartpstevens @TheRickWilson @ProjectLincoln @Rasmussen_Poll Most attention you’ve gotten in your entire life. You should be thanking Trump.,Poll Most attention you ve gotten in your entire life You should be thanking Trump,https://twitter.com/HoboCopland/status/1313915011178409993,0.25
2020-10-07 18:52:04,RedInTheHead80,us,1313915011371331584,@DC_Draino I just don't buy the bad debate hurt Trump crap.  You telling me people are more upset about a bad debate performance then the Left burning cities down and demanding war on police?  Bull Freaking Crap.  Quit paying attention to these polls that are meant to discourage.,Draino I just don t buy the bad debate hurt Trump crap You telling me people are more upset about a bad debate performance then the Left burning cities down and demanding war on police Bull Freaking Crap Quit paying attention to these polls that are meant to discourage,https://twitter.com/RedInTheHead80/status/1313915011371331584,-0.37936507936507935
2020-10-07 18:52:04,ChrisSolonia,None,1313915012243574784,"Vote these scumbags out!
Trump 2020!!!",Vote these scumbags out Trump 2020,https://twitter.com/ChrisSolonia/status/1313915012243574784,0.0
2020-10-07 18:52:04,Jackrfly1,None,1313915012440784898,Jim here's a novel idea!! https://t.co/9TuJAChMmZ,Jim here s a novel idea,https://twitter.com/Jackrfly1/status/1313915012440784898,0.0
2020-10-07 18:52:05,shalomisnow,None,1313915012591898629,"Let's keep pushing it up, patriots for sanity &amp; Biden.",Let s keep pushing it up patriots for sanity amp Biden,https://twitter.com/shalomisnow/status/1313915012591898629,0.0
2020-10-07 18:52:05,DrBigswolePhD,us,1313915012608667648,@HKrassenstein @realDonaldTrump Yeah because once Joe's in office everything is just going to magically get better you're just as delusional as Trump supporters,Yeah because once Joe s in office everything is just going to magically get better you re just as delusional as Trump supporters,https://twitter.com/DrBigswolePhD/status/1313915012608667648,0.5
2020-10-07 18:52:05,NYkrinDC,us,1313915012654739458,@slimjimtuc @SaraCarterDC @SidneyPowell1 The report also offers new proof that former national security adviser Michael Flynn lied about his conversations with Russia’s ambassador to the United States https://t.co/wYOQPGvo0G,The report also offers new proof that former national security adviser Michael Flynn lied about his conversations with Russia s ambassador to the United States,https://twitter.com/NYkrinDC/status/1313915012654739458,0.07878787878787878
2020-10-07 18:52:05,knottycelts,None,1313915012793106432,"@stevetursi I'm reminded of elementary school: ""It's so funny I forgot to laugh.""

(TBH, most things that touch on Trump remind me of elementary school, sometimes preschool)",I m reminded of elementary school It s so funny I forgot to laugh TBH most things that touch on Trump remind me of elementary school sometimes preschool,https://twitter.com/knottycelts/status/1313915012793106432,0.33
2020-10-07 18:52:05,cabinfeversux,us,1313915012600287237,And every other 45 supporter. https://t.co/xF2csUb7ce,And every other 45 supporter,https://twitter.com/cabinfeversux/status/1313915012600287237,-0.125
2020-10-07 18:52:05,TheCyanPost,us,1313915012667195392,"Even if state polls are underestimating Trump as much as they did in 2016, Biden is in position to win https://t.co/35LXhgzSpC #FauciHero https://t.co/L4ARNHJg3o",Even if state polls are underestimating Trump as much as they did in 2016 Biden is in position to win FauciHero,https://twitter.com/TheCyanPost/status/1313915012667195392,0.5
2020-10-07 18:52:05,Yeti_Abides,us,1313915013367652352,BREAKING: Location &amp; Cause of Next California Wildfire Revealed #CaliforniaFires,BREAKING Location amp Cause of Next California Wildfire Revealed CaliforniaFires,https://twitter.com/Yeti_Abides/status/1313915013367652352,0.0
2020-10-07 18:52:05,Dunkel_Ed,None,1313915015531884544,"@BMcG_33 @NateSilver538 In one outlier poll only, most had it 2-3% which matched the actual results, with high undecideds which broke late for Trump",33 In one outlier poll only most had it 2 3 which matched the actual results with high undecideds which broke late for Trump,https://twitter.com/Dunkel_Ed/status/1313915015531884544,0.07200000000000001
2020-10-07 18:52:05,gabykarluh,us,1313915016186269697,thinking abt the day trump got elected and Mr.Morgan cried during first period 🥺,thinking abt the day trump got elected and Mr Morgan cried during first period,https://twitter.com/gabykarluh/status/1313915016186269697,0.25
2020-10-07 18:52:05,JustNoreen,None,1313915016043610113,"@J_Mei21 @MeidasTouch Trump sold his soul to the Devil a long time ago and he knows it. Now the Devil wants payment, so Trump is collecting more souls. Don’t let Trump take your soul!God speaks to your heart, the Devil whispers in your ear. America, open your heart!",Mei21 Trump sold his soul to the Devil a long time ago and he knows it Now the Devil wants payment so Trump is collecting more souls Don t let Trump take your soul God speaks to your heart the Devil whispers in your ear America open your heart,https://twitter.com/JustNoreen/status/1313915016043610113,0.1625
2020-10-07 18:52:05,CoolDemocrat,us,1313915016173813761,Does Trump remind you of a mob boss! Yes or No.,Does Trump remind you of a mob boss Yes or No,https://twitter.com/CoolDemocrat/status/1313915016173813761,0.0
2020-10-07 18:52:05,Ruth85306081,us,1313915016299646977,Trump CAUGHT Staging Photos At Walter Reed Medical Center https://t.co/FHbBV5xnz4 via @YouTube,Trump CAUGHT Staging Photos At Walter Reed Medical Center via,https://twitter.com/Ruth85306081/status/1313915016299646977,-0.05
2020-10-07 18:52:06,DogMitzie,None,1313915017008492544,"To @realDonaldTrump 
Here. Read this...",To Here Read this,https://twitter.com/DogMitzie/status/1313915017008492544,0.0
2020-10-07 18:52:06,secxcee,us,1313915019566997504,Idk but I just feel like Trump getting COVID might not have been genuine,Idk but I just feel like Trump getting COVID might not have been genuine,https://twitter.com/secxcee/status/1313915019566997504,0.4
2020-10-07 18:52:06,liltaybigworld,None,1313915019571023873,u ever love a house so much and maybe swerve a lil bit every time u drive past cause u can’t help but stare and then one day it has a huge trump flag outside of it......Pain,u ever love a house so much and maybe swerve a lil bit every time u drive past cause u can t help but stare and then one day it has a huge trump flag outside of it Pain,https://twitter.com/liltaybigworld/status/1313915019571023873,0.17
2020-10-07 18:52:06,1nickk_,us,1313915019898298368,how u gay and support trump,how u gay and support trump,https://twitter.com/1nickk_/status/1313915019898298368,0.4166666666666667
2020-10-07 18:52:06,ChaseAntina,None,1313915019893960704,"@MsAvaArmstrong BREAKING: Joe Biden is the subject of an active federal criminal investigation into his role in the counterintelligence investigation directed @ the Trump campaign during the 2016 election, incl the former vice president's activities in Ukraine.Ukrainian witnesses are cooperating",BREAKING Joe Biden is the subject of an active federal criminal investigation into his role in the counterintelligence investigation directed the Trump campaign during the 2016 election incl the former vice president s activities in Ukraine Ukrainian witnesses are cooperating,https://twitter.com/ChaseAntina/status/1313915019893960704,-0.175
2020-10-07 18:52:06,ty6770,None,1313915020317806594,Trump out here getting absolutely butchered by @SteveSchmidtSES,Trump out here getting absolutely butchered by,https://twitter.com/ty6770/status/1313915020317806594,0.2
2020-10-07 18:52:07,B3llaEv3,us,1313915021064196097,ICE arrests 128 illegal immigrants in Calif.; 96 percent had criminal charges or convictions https://t.co/v0ed3iOPgG #FoxNews THANK YOU TO @DHSgov YOUR WORK IS GREATLY APPRECIATED ~ Latina Voter For Trump :),ICE arrests 128 illegal immigrants in Calif 96 percent had criminal charges or convictions FoxNews THANK YOU TO YOUR WORK IS GREATLY APPRECIATED Latina Voter For Trump,https://twitter.com/B3llaEv3/status/1313915021064196097,-0.2333333333333333
2020-10-07 18:52:07,1BAD_adDiXSHON,None,1313915021353717763,I know a few that swear by him and I have no idea why....after everything.,I know a few that swear by him and I have no idea why after everything,https://twitter.com/1BAD_adDiXSHON/status/1313915021353717763,-0.2
2020-10-07 18:52:07,ElisaCardnell,us,1313915020955332611,Polls don't vote - people do. #VoteLikeYourLifeDependsOnIt #VOTE,Polls don t vote people do VoteLikeYourLifeDependsOnIt VOTE,https://twitter.com/ElisaCardnell/status/1313915020955332611,0.0
